,Food Name,Glycemic Load,Completeness Score,Amino Acid Score
12315,mung beans with salt drained,3.0,80.0,73.0
12316,kelloggs fruit pieces disney princess,,,
12317,campbells chunky soup split pea,13.0,32.0,
12318,chocolate milk made from syrup,,,
12319,nuts without salt added with,1.0,31.0,81.0
12320,peanut oil,0.0,29.0,86.0
12321,wheat flour unbleached enriched allpurpose,,,
12322,cheerios cinnamon oat crunch cereal,,,
12323,coleslaw dressing light,,,
12324,egg omelet or scrambled no,,,
12325,pork chow mein or chop,,,
12326,mio energy liquid water enhancer,,,
12327,bacnfcrndct,,,
12328,italian extra light olive oil,,,
12329,chicken or turkey gumbo soup,,,
12330,bread cinnamon,,,
12331,apple balsamic vinaigrette,,,
12332,agavi strawberry fruit spread with,,,
12333,pepper for use on a,,,
12334,chicken raw meat and skin,0.0,21.0,129.0
12335,organic powder drink mix sticks,,,
12336,bistro favorites bold black forest,,,
12337,all purpose crushed tomatoes,,,
12338,beef raw choice trimmed to,0.0,40.0,94.0
12339,buttermilk whole,,,
12340,burger king french fries,26.0,17.0,88.0
12341,stuffed shells with tomato sauce,,,
12342,squash without salt drained boiled,3.0,88.0,90.0
12343,beans low sodium canned mature,,,
12344,gatorade thirst quencher lemon lime,,,
12345,dailys roasted partially cooked thick,,,
12346,an enriched macaroni product salad,,,
12347,cereals readytoeat mothers graham bumpers,,,
12348,gatorade fierce fruit punch berry,,,
12349,birthday cake ice cream,,,
12350,del monte sliced pears lite,,,
12351,keebler town house crackers flipsides,,,
12352,bacon scrambles a crust topped,,,
12353,leeks freezedried bulb and lowerleaf,,,
12354,infant formula made with tap,,,
12355,pie fried peach,,,
12356,artificially flavored vanilla light ice,,,
12357,fish drained solids canned jack,0.0,56.0,148.0
12358,potato with butter peel not,,,
12359,green tea honey,,,
12360,apple caffeine free soda,,,
12361,beaver tracks vanilla flavored ice,,,
12362,concentrate demi glace sauce,,,
12363,grapefruit juice bottled or in,,,
12364,all natural oven roasted turkey,,,
12365,american beauty wide egg noodles,,,
12366,pork and darkgreen leafy tomatobased,,,
12367,buttermilk dressing,0.0,2.0,
12368,andy capp hot,,,
12369,beef cooked in fat chipped,,,
12370,all natural ultra premium ice,,,
12371,cornmeal yellow unenriched degermed,88.0,17.0,29.0
12372,veal raw separable lean and,0.0,19.0,139.0
12373,fish dry heat cooked butterfish,0.0,37.0,148.0
12374,classic pizza,19.0,37.0,
12375,blue crusted cows milk cheese,,,
12376,bruce cost unfiltered ginger ale,,,
12377,bone broth vegetable beverage savory,,,
12378,blueberry basil lemonade,,,
12379,smart soup indian bean masala,,,
12380,beef raw separable lean and,0.0,38.0,94.0
12381,delallo crushed tomatoes in light,,,
12382,frollicks crnchy bean seed mix,,,
12383,chicken breast from precooked skin,,,
12384,sauce low sodium readytoserve spaghettimarinara,,,
12385,premiums chow mein noodles,,,
12386,soft taco with meat and,,,
12387,chocolate sensation complete nutritional drink,,,
12388,muir glen cabernet marinara organic,,,
12389,gatorade perform thirst quencher lemonlime,,,
12390,cheese sandwich no spread on,,,
12391,chicken fully cooked country krisp,,,
12392,limited edition yoplait original apple,,,
12393,performance liquid water enhancer,,,
12394,crushed tomatoes in puree basil,,,
12395,lays baked original potato crisps,,,
12396,yaco coconut water chocolate,,,
12397,chamoy,,,
12398,best foods bring out the,,,
12399,beverages diet peach readytodrink black,,,
12400,pace dips mild,,,
12401,boars head cajun style gourmaise,,,
12402,chicken fc cn whole grain,,,
12403,cookie lemon bar,,,
12404,onion ring fry easy seasoned,,,
12405,dai day hunan hot duck,,,
12406,pork roast lean only eaten,,,
12407,beef raw choice trimmed to,0.0,40.0,94.0
12408,muffin lowfat commercially prepared blueberry,,,
12409,jaz gourmet food co savoury,,,
12410,coffee light bottledcanned,,,
12411,apple cider vinegar,,,
12412,apple cheer flavored water beverage,,,
12413,buddig premium deli ham black,,,
12414,beverages fortified with vitamin c,,,
12415,french vanilla organic drink mix,,,
12416,allnatural uncured pepperoni,,,
12417,beef raw all grades trimmed,0.0,41.0,94.0
12418,hollandaise sauce,,,
12419,buffalo style chicken grilled white,,,
12420,black forest smoked ham with,,,
12421,soymilk all flavors vitamins a,8.0,42.0,
12422,barilla sauce meat,,,
12423,soup reduced sodium condensed canned,1.0,33.0,
12424,egg not specified as to,,,
12425,california pizza kitchen crispy thin,,,
12426,honey ham turkey salami provolone,,,
12427,cheeses garlic cream sauce fontina,,,
12428,breast of turkey,,,
12429,pediatric electrolyte solution orange,,,
12430,sausage pork and beef smoked,1.0,23.0,120.0
12431,cheddar cheese melt hamburger helper,,,
12432,meat loaf dinner frozen meal,,,
12433,muffins toastertype corn,,,
12434,yoplait greek protein strawberry fat,,,
12435,pork cooked lean and fat,0.0,39.0,
12436,grapefruit raw,7.0,51.0,35.0
12437,fast foods tomato and sweet,,,
12438,keebler grahams crackers elf original,,,
12439,fast foods soft lettuce and,,,
12440,keebler fudge shoppe cookies dipped,,,
12441,black forest ham provolone half,,,
12442,blood orange infused extra virgin,,,
12443,diet cherry coke cans fl,,,
12444,alamo candy co chamoy pulpa,,,
12445,infant formula not specified as,,,
12446,buddig original black forest ham,,,
12447,cake with added fiber lowfat,,,
12448,peas and onions unprepared frozen,4.0,74.0,86.0
12449,essentials shake drink mix vanilla,,,
12450,mioenergy liquid water enhancer wicked,,,
12451,citrus blend italian sparkling mineral,,,
12452,authentic barbeque sauce brown sugar,,,
12453,orange bitters,,,
12454,organic roasted mushroom spinach quinoa,,,
12455,balsamic vinaigrette dreesing,,,
12456,fondant,18.0,0.0,0.0
12457,artisan dip,,,
12458,stretch island fruit grape,,,
12459,apple flavored sparkling water beverage,,,
12460,beef panfried cooked brain variety,,,
12461,murray coconut,,,
12462,cake or cupcake not specified,,,
12463,fat free browned turkey breast,,,
12464,angel hair made from chickpeas,,,
12465,creme fraiche sauce cooked pulled,,,
12466,gmills gldn grahams treats bars,,,
12467,fish dry heat cooked mixed,0.0,50.0,148.0
12468,artisan style melts,,,
12469,orange endurance formula thirst quencher,,,
12470,bavaros fig vinaigrette,,,
12471,annies homegrown organic pink lemonade,,,
12472,chicken not specified as to,,,
12473,lo mein with shrimp,,,
12474,pringles loud crisps zesty ranch,,,
12475,double cheeseburger burger king,15.0,19.0,
12476,chocolate chip muffin mix,,,
12477,bleached all purpose flour,66.0,33.0,43.0
12478,chex mix jalapeno cheddar snack,,,
12479,roseapples raw,,,
12480,plum mighty tots snacks strawberry,,,
12481,nuts unblanched honey roasted almonds,0.0,35.0,56.0
12482,chicken fillet sandwich from fast,,,
12483,swiss miss hot cocoa mix,,,
12484,cascadian farm premium organic blackberries,,,
12485,ice creams no sugar added,7.0,25.0,
12486,lamb soaked and simmered cooked,,,
12487,chunky jalapeno salsa,,,
12488,quaker cheddar cheese ounce plastic,,,
12489,honey,0.0,0.0,
12490,japanese style noodle with soup,,,
12491,organic hemp hearts shelled seeds,,,
12492,muffins toastertype blueberry,,,
12493,bittersweet chocolate incredible organic ice,,,
12494,bread crumbs plain,51.0,40.0,63.0
12495,landies candies sweet treats milk,,,
12496,strawberry banana superdrink,,,
12497,green beans from restaurant cooked,,,
12498,bacon swiss monterey jack cheese,,,
12499,consmate tomato and chicken concentrate,,,
12500,chicken roasted cooked meat only,0.0,32.0,136.0
12501,american pasteurized process cheese food,8.0,35.0,120.0
12502,pork egg foo yung,,,
12503,nature valley baked oat bites,,,
12504,kelloggs special k crackers bbq,,,
12505,adirondack beverages seltzer raspberry lime,,,
12506,margarinelike vegetableoil spread with added,,,
12507,guava nectar,8.0,23.0,
12508,chinese style sweet sour sauce,,,
12509,medium egg noodles,,,
12510,quaker fruit cream instant oatmeal,16.0,58.0,
12511,cinnamon toast crunch soft baked,,,
12512,cups of mixed fruit in,,,
12513,chickfila chicken sandwich,,,
12514,bear naked hw bars chocolate,,,
12515,figs solids and liquids extra,30.0,12.0,73.0
12516,grilled cheese sandwich on white,,,
12517,championship salsa,,,
12518,cereal maltomeal frosted flakes,,,
12519,bear naked hw bars maple,,,
12520,bourbon cream soda,,,
12521,pomegranate juice bottled,8.0,23.0,
12522,authentic mole mexican condiment,,,
12523,apple spread,,,
12524,fish liver alaska native northern,1.0,35.0,
12525,meatball and spaghetti sauce submarine,,,
12526,famous amos caddies cookies chocolate,,,
12527,grilled cheese sandwich on wheat,,,
12528,banjo cold brew coffee pitch,,,
12529,cooking wine,0.0,13.0,
12530,sweeteners powder dry fructose tabletop,143.0,1.0,0.0
12531,fully cooked smoked pulled pork,,,
12532,bartlett pear slices in white,,,
12533,trout made with margarine baked,,,
12534,enchiladas sauce,2.0,38.0,
12535,italian seasoned crispy breadcrumbs,,,
12536,energy drink sugar free,0.0,27.0,
12537,jax coco pure coconut water,,,
12538,contadina organic roma style tomato,,,
12539,hazelnut butter blend with pretzels,,,
12540,red gold chili ready diced,,,
12541,electrolytes beyond water,,,
12542,bedfords creme soda orange,,,
12543,jams sweetened with fruit juice,,,
12544,pie pineapple cream,22.0,12.0,
12545,beef sausage reduced sodium,,,
12546,almonds unsalted,,,
12547,kfc skin and breading removed,,,
12548,dairy free matcha latte oat,,,
12549,chicken or turkey and rice,,,
12550,everyday value sushi rice short,,,
12551,fd shd tst gd ktl,,,
12552,caffeine free lemon lime soda,,,
12553,barqs red creme soda bottle,,,
12554,potato made with milk from,,,
12555,coffee reconsitituted prelightened and presweetened,,,
12556,chunky tomato sauce,5.0,34.0,
12557,marie callenders mongolian style dinner,,,
12558,apple creme parfait,,,
12559,general tsao stir fry sauce,,,
12560,beef pepperoni sticks,,,
12561,broken wild rice,,,
12562,diet sparkling juice drink mix,,,
12563,corn flour enriched masa yellow,61.0,39.0,55.0
12564,fast foods scrambled egg,2.0,47.0,129.0
12565,durum wheat semolina macaroni product,,,
12566,bare muffin bake mix,,,
12567,nuts raw liquid expressed from,2.0,18.0,86.0
12568,juice apple caramel cider,,,
12569,annies mac and trees macaroni,,,
12570,cadia organic crushed tomatoes with,,,
12571,bassetts ice cream butter pecan,,,
12572,for adults kids electrolyte solution,,,
12573,chicken pesto clabatta,,,
12574,garlic bread from frozen with,,,
12575,syrups highfructose corn,,,
12576,corn creamed,14.0,34.0,115.0
12577,papa johns the works pizza,19.0,39.0,104.0
12578,brussels sprouts unprepared frozen,9.0,79.0,61.0
12579,bivona organic extra virgin olive,,,
12580,vanilla coconut collagen fuel peptide,,,
12581,salad dressing regular commercial french,2.0,10.0,48.0
12582,whiting made with margarine baked,,,
12583,bbq sauce vidalia onion,,,
12584,sport electrolytes vitamin b,,,
12585,dock without salt drained boiled,0.0,84.0,
12586,hawaiian style teriyaki sliced beef,,,
12587,screwdriver,,,
12588,biscuits lower fat refrigerated dough,6.0,31.0,43.0
12589,stew badufsuki hopi pinto bean,,,
12590,cereal post honey bunches of,17.0,51.0,32.0
12591,apple cider pie,,,
12592,juice pumpkin spiced,,,
12593,larabar chocolate mint truffles,,,
12594,tuttorosso green italian diced tomatoes,,,
12595,chickpeas not further speficied,,,
12596,bread and rice flour starch,,,
12597,naked veggies orange carrot juice,,,
12598,pace dips poblano corn,,,
12599,egg and sausage on biscuit,,,
12600,honey ham turkey sliders,,,
12601,bushs field peas with snaps,,,
12602,ham stroganoff,,,
12603,keebler cones waffle cone ct,,,
12604,focus shot with green tea,,,
12605,bagels without calcium propionateincludes onion,,,
12606,french toast sticks not further,,,
12607,seeds partially defatted glandless cottonseed,21.0,62.0,100.0
12608,alcoholic malt beverage sweetened higher,,,
12609,chicken breast from raw skin,,,
12610,artisan bread mix,,,
12611,coconut water with matcha,,,
12612,pork panfried cooked presliced bacon,,,
12613,campanelle,,,
12614,macaroni and cheese diet frozen,,,
12615,asian sesame salad,10.0,42.0,
12616,fish dry heat cooked milkfish,0.0,35.0,148.0
12617,bryan garlic bologna,,,
12618,allnatural energizing tea,,,
12619,cascadian farm organic lemon blueberry,,,
12620,fruit rollups flavor mixers count,,,
12621,iced coffee brewed,,,
12622,squash with salt drained boiled,3.0,88.0,90.0
12623,beef sausage with jalapeno cheese,,,
12624,david jumbo original sunflower seeds,,,
12625,tropical mango antioxidant hydration with,,,
12626,quaker rice cakes apple cinnamon,,,
12627,fig vinegar premium quality,,,
12628,guava sauce cooked,2.0,55.0,13.0
12629,campanelle kale,,,
12630,cold milled ground flaxseeds,,,
12631,cascade ice sparkling water kiwi,,,
12632,betty crocker delights triple chunk,,,
12633,meat sandwich not further speficied,,,
12634,turkey raw all classes gizzard,0.0,52.0,
12635,green white tea,,,
12636,gatorade orange thirst quencher fluid,,,
12637,pasta restaurant with cream sauce,,,
12638,gory cupcake decor kit,,,
12639,tang drink mix orange,,,
12640,chopbiccgmozz,,,
12641,yoplait grk prtn ff ygrt,,,
12642,coconut aminos soyfree seasoning sauce,,,
12643,tortilla whole wheat,,,
12644,pear raw asian,2.0,36.0,56.0
12645,cookies regular commercially prepared peanut,5.0,17.0,78.0
12646,eggplant no added fat cooked,,,
12647,pork panbroil heated separable lean,,,
12648,dierbergs kitchens signature sauce asian,,,
12649,quaker simply granola oatshoneyraisinsalmond ounce,,,
12650,apple juice cider from concentrate,,,
12651,alfredo sauce with poultry and,,,
12652,cereals readytoeat great grains crunchy,,,
12653,cookie sugar wafer,4.0,9.0,69.0
12654,bbq sauce honey hickory,,,
12655,coconut sriracha,,,
12656,turkey smoked gouda,,,
12657,mixed nuts not further speficied,,,
12658,gatorade g thirst quencher raspberry,,,
12659,totinos triple meat pizza rolls,,,
12660,spaghetti with meat sauce frozen,20.0,60.0,79.0
12661,alfredo fresh cream butter garlic,,,
12662,antioxidant hydrate fullbodied fresh,,,
12663,pork raw backfat fresh,0.0,2.0,146.0
12664,aramounis greek tzadziki dip,,,
12665,bold sweet spicy authentic bbq,,,
12666,blood orange flavored italian sparkling,,,
12667,chicken feet,0.0,25.0,
12668,mcdonalds hotcakes with pats margarine,59.0,19.0,
12669,beef and vegetables excluding carrots,,,
12670,catfish not specified as to,,,
12671,chicken meat only breast bbq,,,
12672,egg white omelet not specified,,,
12673,banana ice cream with whipped,,,
12674,olives green canned or bottled,0.0,25.0,
12675,jimmy dean unprepared frozen and,,,
12676,creamy beef stroganoff simmer sauce,,,
12677,pringles loud crisps fiesta salsa,,,
12678,betty crocker el chavo fruit,,,
12679,cheese nonfat or fat free,,,
12680,chipotle lime simmer sauce,,,
12681,corn regular pack vacuum canned,8.0,46.0,83.0
12682,chamomile herbal tea,,,
12683,sugar substitute not further speficied,,,
12684,nuts raw japanese chestnuts,5.0,41.0,112.0
12685,granulated,98.0,50.0,105.0
12686,chia drink,,,
12687,capn crunch christmas ounce box,,,
12688,turkey roasted cooked meat and,0.0,34.0,139.0
12689,fruit punch sports drink,,,
12690,beksul premium sesame oil,,,
12691,artichoke pasta sauce,,,
12692,soup dry chicken flavor ramen,17.0,23.0,39.0
12693,corn solids and liquids regular,8.0,46.0,82.0
12694,vegetable chips,,,
12695,genoa salame gouda cheese salted,,,
12696,american beauty enriched macaroni product,,,
12697,fiddlehead ferns raw,1.0,66.0,
12698,blood orange mango minglr antioxidant,,,
12699,kelloggs frosted flakes cereal chocolate,,,
12700,gardenburger veggie burgers black bean,,,
12701,beef raw all grades trimmed,0.0,41.0,94.0
12702,salad dressing regular commercial peppercorn,0.0,6.0,
12703,bisquick allpurpose baking mix,,,
12704,dessert topping pressurized,4.0,3.0,139.0
12705,izze variety pack sparkling juice,,,
12706,teriyaki sauce gal,,,
12707,dona isabel panca pepper paste,,,
12708,slice hard salami slices mild,,,
12709,pepsi zero sugar cola fl,,,
12710,lamb roasted cooked choice trimmed,0.0,36.0,141.0
12711,waterhill naturals coconut water,,,
12712,browning sauce,17.0,32.0,
12713,crushed tomatoes in puree,,,
12714,morinu lite firm silken tofu,,,
12715,wilton sprinkles lavender sugar,,,
