,Food,Matching Food,Category of Matching Food,Number of common flavor molecules
29231,Pak Choy,Broccoli,Cabbage,96
29232,Pak Choy,Brussels Sprout,Sprout,96
29233,Pak Choy,Cabbage,Cabbage,96
29234,Pak Choy,Cauliflower,Cabbage,96
29235,Pak Choy,Horseradish,Cabbage,96
29236,Pak Choy,Radish Vegetable,Vegetable,96
29237,Pak Choy,Turnip Vegetable,Vegetable,96
29238,Pak Choy,Kohlrabi,Cabbage,96
29239,Pak Choy,Rutabaga Vegetable,Vegetable,96
29240,Pak Choy,Capsicum Vegetable,Vegetable,96
29241,Pak Choy,Tomato Vegetable,Vegetable,96
29242,Pak Choy,Cucumber,Gourd,96
29243,Pak Choy,Beetroot Vegetable,Vegetable,96
29244,Pak Choy,Carrot Vegetable,Vegetable,96
29245,Pak Choy,Parsnip Vegetable,Vegetable,96
29246,Pak Choy,Sweet Potato Vegetable,Potato,96
29247,Pak Choy,Asparagus Vegetable,Vegetable,96
29248,Pak Choy,Potato Vegetable,Vegetable,96
29249,Pak Choy,Chard,Vegetable,96
29250,Pak Choy,Eggplant,Vegetable,96
29251,Pak Choy,Pomegranate,Fruit,96
29252,Pak Choy,Spinach,Vegetable,96
29253,Pak Choy,Cashew Nut,Nut,96
29254,Pak Choy,Sunflower,Flower,96
29255,Pak Choy,Garden Cress,Cress,96
29256,Pak Choy,Pistachio,Nut,96
29257,Pak Choy,Dandelion,Flower,96
29258,Pak Choy,Wheat,Cereal,96
29259,Pak Choy,Mung Bean,Bean,96
29260,Pak Choy,Cottonseed Plant,Plant,96
29261,Pak Choy,French Plantain,Plantain,97
29262,Pak Choy,Rose Hip,Hip,96
29263,Pak Choy,Green Zucchini,Zucchini,96
29264,Pak Choy,Japanese Pumpkin,Pumpkin,96
29265,Pak Choy,Cucurbita,Gourd,96
29266,Pak Choy,Bread,Bakery,95
29267,Pak Choy,Barley,Cereal,95
29268,Pak Choy,Artichoke,Flower,95
29269,Jostaberry,Barley,Cereal,92
29270,Jostaberry,Oats,Cereal,92
29271,Jostaberry,Rice,Cereal,92
29272,Jostaberry,Corn,Maize,92
29273,Jostaberry,Chamomile Essential,Essential,92
29274,Jostaberry,Hyssop Oil Essential,Oil,92
29275,Jostaberry,Lemon Grass Essential,Grass,92
29276,Jostaberry,Lovage Essential,Essential,92
29277,Jostaberry,Sea Buckthorns,Buckthorns,92
29278,Jostaberry,Kelp,Seafood,92
29279,Jostaberry,Artichoke,Flower,92
29280,Jostaberry,Apple,Fruit,92
29281,Jostaberry,Apricot,Fruit,92
29282,Jostaberry,Avocado,Fruit,92
29283,Jostaberry,Banana,Fruit,92
29284,Jostaberry,Cherimoya,Fruit,92
29285,Jostaberry,Coconut,Fruit,92
29286,Jostaberry,Black Currant,Currant,92
29287,Jostaberry,Red Currant,Currant,92
29288,Jostaberry,Dates,Fruit,92
29289,Jostaberry,Durian,Fruit,92
29290,Jostaberry,Elderberry,Fruit-Berry,92
29291,Jostaberry,Feijoa,Fruit,92
29292,Jostaberry,Fig,Fruit,92
29293,Jostaberry,Grape,Fruit,92
29294,Jostaberry,Guava,Fruit,92
29295,Jostaberry,Hogplum,Fruit,92
29296,Jostaberry,Jackfruit,Fruit,92
29297,Jostaberry,Kiwifruit,Fruit,92
29298,Jostaberry,Litchi,Fruit,92
29299,Jostaberry,Loquat,Fruit,92
29300,Jostaberry,Mango,Fruit,92
29301,Jostaberry,Melon,Fruit,92
29302,Jostaberry,Musk Melon,Melon,92
29303,Jostaberry,Naranjilla,Fruit,92
29304,Jostaberry,Orange,Fruit,92
29305,Jostaberry,Papaya,Fruit,92
29306,Jostaberry,Passionfruit,Fruit,92
29307,Jostaberry,Peach,Fruit,92
29308,Jostaberry,Pear,Fruit,92
29309,Jostaberry,Prickly Pear,Pear,92
29310,Jostaberry,Pineapple,Fruit,92
29311,Jostaberry,Plum,Fruit,92
29312,Jostaberry,Pumpkin,Fruit,92
29313,Jostaberry,Quince,Fruit,92
29314,Jostaberry,Roseapple,Fruit,92
29315,Jostaberry,Sapodilla,Fruit,92
29316,Jostaberry,Soursop,Fruit,92
29317,Jostaberry,Starfruit,Fruit,92
29318,Jostaberry,Tamarind,Fruit,92
29319,Jostaberry,Bilberry,Berry,92
29320,Jostaberry,Blackberry,Berry,92
29321,Jostaberry,Blueberry,Berry,92
29322,Jostaberry,Cherry,Berry,92
29323,Jostaberry,Bitter Cherry,Cherry,92
29324,Jostaberry,Sour Cherry,Cherry,92
29325,Jostaberry,Cloudberry,Berry,92
29326,Jostaberry,Cranberry,Berry,92
29327,Jostaberry,Gooseberry,Berry,92
29328,Jostaberry,Lingonberry,Berry,92
29329,Jostaberry,Loganberry,Berry,92
29330,Jostaberry,Raspberry,Berry,92
29331,Jostaberry,Strawberry,Berry,92
29332,Jostaberry,Grapefruit Fruit,Fruit,92
29333,Jostaberry,Kumquat Fruit,Fruit,92
29334,Jostaberry,Lemon Fruit,Fruit,92
29335,Jostaberry,Lime Fruit,Fruit,92
29336,Jostaberry,Mandarin Orange Fruit,Orange,92
29337,Jostaberry,Vanilla Fruit,Fruit,92
29338,Jostaberry,Mushroom,Fungus,92
29339,Jostaberry,Angelica,Herb,92
29340,Jostaberry,Artemisia,Herb,92
29341,Jostaberry,Basil,Herb,92
29342,Jostaberry,Buckwheat,Herb,92
29343,Jostaberry,Chervil,Herb,92
29344,Jostaberry,Coriander,Herb,92
29345,Jostaberry,Cornmint,Herb,92
29346,Jostaberry,Dill,Herb,92
29347,Jostaberry,Fennel,Herb,92
29348,Jostaberry,Fenugreek,Herb,92
29349,Jostaberry,Garlic,Herb,92
29350,Jostaberry,Lemon Balm,Balm,92
29351,Jostaberry,Mint,Herb,92
29352,Jostaberry,Rhubarb,Herb,92
29353,Jostaberry,Rosemary,Herb,92
29354,Jostaberry,Sage,Herb,92
29355,Jostaberry,Spearmint,Herb,92
29356,Jostaberry,Tarragon,Herb,92
29357,Jostaberry,Thyme,Herb,92
29358,Jostaberry,Almond,Nut,92
29359,Jostaberry,Brazil Nut,Nut,92
29360,Jostaberry,Cocoa,Seed,92
29361,Jostaberry,Beans,Legume,92
29362,Jostaberry,Lima Beans,Beans,92
29363,Jostaberry,Peanut,Nut,92
29364,Jostaberry,Peas,Legume,92
29365,Jostaberry,Soybean,Legume,92
29366,Jostaberry,Hazelnut,Nut,92
29367,Jostaberry,Macadamia Nut,Nut,92
29368,Breakfast Cereal,Barley,Cereal,95
29369,Breakfast Cereal,Oats,Cereal,95
29370,Breakfast Cereal,Rice,Cereal,95
29371,Breakfast Cereal,Corn,Maize,95
29372,Breakfast Cereal,Artichoke,Flower,95
29373,Breakfast Cereal,Apple,Fruit,95
29374,Breakfast Cereal,Apricot,Fruit,95
29375,Breakfast Cereal,Avocado,Fruit,95
29376,Breakfast Cereal,Banana,Fruit,95
29377,Breakfast Cereal,Cherimoya,Fruit,95
29378,Breakfast Cereal,Coconut,Fruit,95
29379,Breakfast Cereal,Black Currant,Currant,95
29380,Breakfast Cereal,Red Currant,Currant,95
29381,Breakfast Cereal,Dates,Fruit,95
29382,Breakfast Cereal,Elderberry,Fruit-Berry,95
29383,Breakfast Cereal,Fig,Fruit,95
29384,Breakfast Cereal,Grape,Fruit,95
29385,Breakfast Cereal,Guava,Fruit,95
29386,Breakfast Cereal,Kiwifruit,Fruit,95
29387,Breakfast Cereal,Litchi,Fruit,95
29388,Breakfast Cereal,Loquat,Fruit,95
29389,Breakfast Cereal,Mango,Fruit,95
29390,Breakfast Cereal,Melon,Fruit,95
29391,Breakfast Cereal,Musk Melon,Melon,95
29392,Breakfast Cereal,Orange,Fruit,95
29393,Breakfast Cereal,Papaya,Fruit,95
29394,Breakfast Cereal,Passionfruit,Fruit,95
29395,Breakfast Cereal,Peach,Fruit,95
29396,Breakfast Cereal,Pear,Fruit,95
29397,Breakfast Cereal,Prickly Pear,Pear,95
29398,Breakfast Cereal,Pineapple,Fruit,95
29399,Breakfast Cereal,Plum,Fruit,95
29400,Breakfast Cereal,Pumpkin,Fruit,95
29401,Breakfast Cereal,Quince,Fruit,95
29402,Breakfast Cereal,Starfruit,Fruit,95
29403,Breakfast Cereal,Tamarind,Fruit,95
29404,Breakfast Cereal,Cranberry,Berry,95
29405,Breakfast Cereal,Gooseberry,Berry,95
29406,Breakfast Cereal,Lingonberry,Berry,95
29407,Breakfast Cereal,Loganberry,Berry,95
29408,Breakfast Cereal,Raspberry,Berry,95
29409,Breakfast Cereal,Strawberry,Berry,95
29410,Breakfast Cereal,Grapefruit Fruit,Fruit,95
29411,Breakfast Cereal,Kumquat Fruit,Fruit,95
29412,Breakfast Cereal,Lemon Fruit,Fruit,95
29413,Breakfast Cereal,Lime Fruit,Fruit,95
29414,Breakfast Cereal,Mandarin Orange Fruit,Orange,95
29415,Breakfast Cereal,Mushroom,Fungus,95
29416,Breakfast Cereal,Buckwheat,Herb,95
29417,Breakfast Cereal,Chervil,Herb,95
29418,Breakfast Cereal,Coriander,Herb,95
29419,Breakfast Cereal,Dill,Herb,95
29420,Breakfast Cereal,Fennel,Herb,95
29421,Breakfast Cereal,Garlic,Herb,95
29422,Breakfast Cereal,Rhubarb,Herb,95
29423,Breakfast Cereal,Almond,Nut,95
29424,Breakfast Cereal,Brazil Nut,Nut,95
29425,Breakfast Cereal,Peanut,Nut,95
29426,Breakfast Cereal,Peas,Legume,95
29427,Breakfast Cereal,Soybean,Legume,95
29428,Breakfast Cereal,Hazelnut,Nut,95
29429,Breakfast Cereal,Pecans,Nut,95
29430,Breakfast Cereal,Walnut,Nut,95
29431,Breakfast Cereal,Sesame,Seed,95
29432,Breakfast Cereal,Chicory,Plant,95
29433,Breakfast Cereal,Olive,Plant,95
29434,Breakfast Cereal,Pine,Plant,95
29435,Breakfast Cereal,Tea,Plant,95
29436,Breakfast Cereal,Watercress,Plant,95
29437,Breakfast Cereal,Rye,Cereal,95
29438,Breakfast Cereal,Celery,Spice,95
29439,Breakfast Cereal,Ginger,Spice,95
29440,Breakfast Cereal,Nutmeg,Spice,95
29441,Breakfast Cereal,Parsley,Spice,95
29442,Breakfast Cereal,Pepper,Spice,95
29443,Breakfast Cereal,Green Beans,Beans,95
29444,Breakfast Cereal,Chive,Vegetable,95
29445,Breakfast Cereal,Endive,Vegetable,95
29446,Breakfast Cereal,Leek,Vegetable,95
29447,Breakfast Cereal,Lettuce,Vegetable,95
29448,Breakfast Cereal,Okra,Vegetable,95
29449,Breakfast Cereal,Broccoli,Cabbage,95
29450,Breakfast Cereal,Brussels Sprout,Sprout,95
29451,Breakfast Cereal,Cabbage,Cabbage,95
29452,Breakfast Cereal,Cauliflower,Cabbage,95
29453,Breakfast Cereal,Horseradish,Cabbage,95
29454,Breakfast Cereal,Mustard,Cabbage,95
29455,Breakfast Cereal,Radish Vegetable,Vegetable,95
29456,Breakfast Cereal,Turnip Vegetable,Vegetable,95
29457,Breakfast Cereal,Kohlrabi,Cabbage,95
29458,Breakfast Cereal,Rutabaga Vegetable,Vegetable,95
29459,Breakfast Cereal,Capsicum Vegetable,Vegetable,95
29460,Breakfast Cereal,Tomato Vegetable,Vegetable,95
29461,Breakfast Cereal,Chayote,Gourd,95
29462,Breakfast Cereal,Cucumber,Gourd,95
29463,Breakfast Cereal,Beetroot Vegetable,Vegetable,95
29464,Breakfast Cereal,Carrot Vegetable,Vegetable,95
29465,Breakfast Cereal,Parsnip Vegetable,Vegetable,95
29466,Breakfast Cereal,Sweet Potato Vegetable,Potato,95
29467,Pasta,Barley,Cereal,95
29468,Pasta,Oats,Cereal,95
29469,Pasta,Rice,Cereal,95
29470,Pasta,Corn,Maize,95
29471,Pasta,Artichoke,Flower,95
29472,Pasta,Apple,Fruit,95
29473,Pasta,Apricot,Fruit,95
29474,Pasta,Avocado,Fruit,95
29475,Pasta,Banana,Fruit,95
29476,Pasta,Cherimoya,Fruit,95
29477,Pasta,Coconut,Fruit,95
29478,Pasta,Black Currant,Currant,95
29479,Pasta,Red Currant,Currant,95
29480,Pasta,Dates,Fruit,95
29481,Pasta,Elderberry,Fruit-Berry,95
29482,Pasta,Fig,Fruit,95
29483,Pasta,Grape,Fruit,95
29484,Pasta,Guava,Fruit,95
29485,Pasta,Kiwifruit,Fruit,95
29486,Pasta,Litchi,Fruit,95
29487,Pasta,Loquat,Fruit,95
29488,Pasta,Mango,Fruit,95
29489,Pasta,Melon,Fruit,95
29490,Pasta,Musk Melon,Melon,95
29491,Pasta,Orange,Fruit,95
29492,Pasta,Papaya,Fruit,95
29493,Pasta,Passionfruit,Fruit,95
29494,Pasta,Peach,Fruit,95
29495,Pasta,Pear,Fruit,95
29496,Pasta,Prickly Pear,Pear,95
29497,Pasta,Pineapple,Fruit,95
29498,Pasta,Plum,Fruit,95
29499,Pasta,Pumpkin,Fruit,95
29500,Pasta,Quince,Fruit,95
29501,Pasta,Starfruit,Fruit,95
29502,Pasta,Tamarind,Fruit,95
29503,Pasta,Cranberry,Berry,95
29504,Pasta,Gooseberry,Berry,95
29505,Pasta,Lingonberry,Berry,95
29506,Pasta,Loganberry,Berry,95
29507,Pasta,Raspberry,Berry,95
29508,Pasta,Strawberry,Berry,95
29509,Pasta,Grapefruit Fruit,Fruit,95
29510,Pasta,Kumquat Fruit,Fruit,95
29511,Pasta,Lemon Fruit,Fruit,95
29512,Pasta,Lime Fruit,Fruit,95
29513,Pasta,Mandarin Orange Fruit,Orange,95
29514,Pasta,Mushroom,Fungus,95
29515,Pasta,Buckwheat,Herb,95
29516,Pasta,Chervil,Herb,95
29517,Pasta,Coriander,Herb,95
29518,Pasta,Dill,Herb,95
29519,Pasta,Fennel,Herb,95
29520,Pasta,Garlic,Herb,95
29521,Pasta,Rhubarb,Herb,95
29522,Pasta,Almond,Nut,95
29523,Pasta,Brazil Nut,Nut,95
29524,Pasta,Peanut,Nut,95
29525,Pasta,Peas,Legume,95
29526,Pasta,Soybean,Legume,95
29527,Pasta,Hazelnut,Nut,95
29528,Pasta,Pecans,Nut,95
29529,Pasta,Walnut,Nut,95
29530,Pasta,Sesame,Seed,95
29531,Pasta,Chicory,Plant,95
29532,Pasta,Olive,Plant,95
29533,Pasta,Pine,Plant,95
29534,Pasta,Tea,Plant,95
29535,Pasta,Watercress,Plant,95
29536,Pasta,Rye,Cereal,95
29537,Pasta,Celery,Spice,95
29538,Pasta,Ginger,Spice,95
29539,Pasta,Nutmeg,Spice,95
29540,Pasta,Parsley,Spice,95
29541,Pasta,Pepper,Spice,95
29542,Pasta,Green Beans,Beans,95
29543,Pasta,Chive,Vegetable,95
29544,Pasta,Endive,Vegetable,95
29545,Pasta,Leek,Vegetable,95
29546,Pasta,Lettuce,Vegetable,95
29547,Pasta,Okra,Vegetable,95
29548,Pasta,Broccoli,Cabbage,95
29549,Pasta,Brussels Sprout,Sprout,95
29550,Pasta,Cabbage,Cabbage,95
29551,Pasta,Cauliflower,Cabbage,95
29552,Pasta,Horseradish,Cabbage,95
29553,Pasta,Mustard,Cabbage,95
29554,Pasta,Radish Vegetable,Vegetable,95
29555,Pasta,Turnip Vegetable,Vegetable,95
29556,Pasta,Kohlrabi,Cabbage,95
29557,Pasta,Rutabaga Vegetable,Vegetable,95
29558,Pasta,Capsicum Vegetable,Vegetable,95
29559,Pasta,Tomato Vegetable,Vegetable,95
29560,Pasta,Chayote,Gourd,95
29561,Pasta,Cucumber,Gourd,95
29562,Pasta,Beetroot Vegetable,Vegetable,95
29563,Pasta,Carrot Vegetable,Vegetable,95
29564,Pasta,Parsnip Vegetable,Vegetable,95
29565,Pasta,Sweet Potato Vegetable,Potato,95
29566,Sourdough,Barley,Cereal,92
29567,Sourdough,Oats,Cereal,92
29568,Sourdough,Rice,Cereal,92
29569,Sourdough,Corn,Maize,92
29570,Sourdough,Chamomile Essential,Essential,92
29571,Sourdough,Hyssop Oil Essential,Oil,92
29572,Sourdough,Lemon Grass Essential,Grass,92
29573,Sourdough,Lovage Essential,Essential,92
29574,Sourdough,Sea Buckthorns,Buckthorns,92
29575,Sourdough,Kelp,Seafood,92
29576,Sourdough,Artichoke,Flower,92
29577,Sourdough,Apple,Fruit,92
29578,Sourdough,Apricot,Fruit,92
29579,Sourdough,Avocado,Fruit,92
29580,Sourdough,Banana,Fruit,92
29581,Sourdough,Cherimoya,Fruit,92
29582,Sourdough,Coconut,Fruit,92
29583,Sourdough,Black Currant,Currant,92
29584,Sourdough,Red Currant,Currant,92
29585,Sourdough,Dates,Fruit,92
29586,Sourdough,Durian,Fruit,92
29587,Sourdough,Elderberry,Fruit-Berry,92
29588,Sourdough,Feijoa,Fruit,92
29589,Sourdough,Fig,Fruit,92
29590,Sourdough,Grape,Fruit,92
29591,Sourdough,Guava,Fruit,92
29592,Sourdough,Hogplum,Fruit,92
29593,Sourdough,Jackfruit,Fruit,92
29594,Sourdough,Kiwifruit,Fruit,92
29595,Sourdough,Litchi,Fruit,92
29596,Sourdough,Loquat,Fruit,92
29597,Sourdough,Mango,Fruit,92
29598,Sourdough,Melon,Fruit,92
29599,Sourdough,Musk Melon,Melon,92
29600,Sourdough,Naranjilla,Fruit,92
29601,Sourdough,Orange,Fruit,92
29602,Sourdough,Papaya,Fruit,92
29603,Sourdough,Passionfruit,Fruit,92
29604,Sourdough,Peach,Fruit,92
29605,Sourdough,Pear,Fruit,92
29606,Sourdough,Prickly Pear,Pear,92
29607,Sourdough,Pineapple,Fruit,92
29608,Sourdough,Plum,Fruit,92
29609,Sourdough,Pumpkin,Fruit,92
29610,Sourdough,Quince,Fruit,92
29611,Sourdough,Roseapple,Fruit,92
29612,Sourdough,Sapodilla,Fruit,92
29613,Sourdough,Soursop,Fruit,92
29614,Sourdough,Starfruit,Fruit,92
29615,Sourdough,Tamarind,Fruit,92
29616,Sourdough,Bilberry,Berry,92
29617,Sourdough,Blackberry,Berry,92
29618,Sourdough,Blueberry,Berry,92
29619,Sourdough,Cherry,Berry,92
29620,Sourdough,Bitter Cherry,Cherry,92
29621,Sourdough,Sour Cherry,Cherry,92
29622,Sourdough,Cloudberry,Berry,92
29623,Sourdough,Cranberry,Berry,92
29624,Sourdough,Gooseberry,Berry,92
29625,Sourdough,Lingonberry,Berry,92
29626,Sourdough,Loganberry,Berry,92
29627,Sourdough,Raspberry,Berry,92
29628,Sourdough,Strawberry,Berry,92
29629,Sourdough,Grapefruit Fruit,Fruit,92
29630,Sourdough,Kumquat Fruit,Fruit,92
29631,Sourdough,Lemon Fruit,Fruit,92
29632,Sourdough,Lime Fruit,Fruit,92
29633,Sourdough,Mandarin Orange Fruit,Orange,92
29634,Sourdough,Vanilla Fruit,Fruit,92
29635,Sourdough,Mushroom,Fungus,92
29636,Sourdough,Angelica,Herb,92
29637,Sourdough,Artemisia,Herb,92
29638,Sourdough,Basil,Herb,92
29639,Sourdough,Buckwheat,Herb,92
29640,Sourdough,Chervil,Herb,92
29641,Sourdough,Coriander,Herb,92
29642,Sourdough,Cornmint,Herb,92
29643,Sourdough,Dill,Herb,92
29644,Sourdough,Fennel,Herb,92
29645,Sourdough,Fenugreek,Herb,92
29646,Sourdough,Garlic,Herb,92
29647,Sourdough,Lemon Balm,Balm,92
29648,Sourdough,Mint,Herb,92
29649,Sourdough,Rhubarb,Herb,92
29650,Sourdough,Rosemary,Herb,92
29651,Sourdough,Sage,Herb,92
29652,Sourdough,Spearmint,Herb,92
29653,Sourdough,Tarragon,Herb,92
29654,Sourdough,Thyme,Herb,92
29655,Sourdough,Almond,Nut,92
29656,Sourdough,Brazil Nut,Nut,92
29657,Sourdough,Cocoa,Seed,92
29658,Sourdough,Beans,Legume,92
29659,Sourdough,Lima Beans,Beans,92
29660,Sourdough,Peanut,Nut,92
29661,Sourdough,Peas,Legume,92
29662,Sourdough,Soybean,Legume,92
29663,Sourdough,Hazelnut,Nut,92
29664,Sourdough,Macadamia Nut,Nut,92
29665,Spirit,Wine Beverage,Beverage,10
29666,Spirit,Barley,Cereal,10
29667,Spirit,Corn,Maize,10
29668,Spirit,Grape,Fruit,10
29669,Spirit,Walnut,Nut,10
29670,Spirit,Tomato Vegetable,Vegetable,10
29671,Spirit,Coffee Beverage,Beverage,9
29672,Spirit,Apple,Fruit,9
29673,Spirit,Apricot,Fruit,9
29674,Spirit,Coconut,Fruit,9
29675,Spirit,Fig,Fruit,9
29676,Spirit,Mango,Fruit,9
29677,Spirit,Pineapple,Fruit,9
29678,Spirit,Cranberry,Berry,9
29679,Spirit,Lingonberry,Berry,9
29680,Spirit,Strawberry,Berry,9
29681,Spirit,Buckwheat,Herb,9
29682,Spirit,Coriander,Herb,9
29683,Spirit,Dill,Herb,9
29684,Spirit,Rhubarb,Herb,9
29685,Spirit,Almond,Nut,9
29686,Spirit,Peanut,Nut,9
29687,Spirit,Peas,Legume,9
29688,Spirit,Soybean,Legume,9
29689,Spirit,Olive,Plant,9
29690,Spirit,Vinegar Plant,Plant,9
29691,Spirit,Ginger,Spice,9
29692,Spirit,Green Beans,Beans,9
29693,Spirit,Lettuce,Vegetable,9
29694,Spirit,Broccoli,Cabbage,9
29695,Spirit,Capsicum Vegetable,Vegetable,9
29696,Spirit,Cucumber,Gourd,9
29697,Spirit,Beetroot Vegetable,Vegetable,9
29698,Spirit,Carrot Vegetable,Vegetable,9
29699,Spirit,Eggplant,Vegetable,9
29700,Spirit,Wheat,Cereal,9
29701,Spirit,Cocoa Powder Plant,Powder,9
29702,Spirit,Green Zucchini,Zucchini,9
29703,Spirit,Sherry Beverage,Beverage,8
29704,Spirit,Oats,Cereal,8
29705,Spirit,Rice,Cereal,8
29706,Spirit,Avocado,Fruit,8
29707,Spirit,Banana,Fruit,8
29708,Spirit,Cherimoya,Fruit,8
29709,Spirit,Black Currant,Currant,8
29710,Spirit,Red Currant,Currant,8
29711,Spirit,Dates,Fruit,8
29712,Spirit,Guava,Fruit,8
29713,Spirit,Kiwifruit,Fruit,8
29714,Spirit,Musk Melon,Melon,8
29715,Spirit,Orange,Fruit,8
29716,Spirit,Peach,Fruit,8
29717,Spirit,Pear,Fruit,8
29718,Spirit,Plum,Fruit,8
29719,Spirit,Quince,Fruit,8
29720,Spirit,Bilberry,Berry,8
29721,Spirit,Gooseberry,Berry,8
29722,Spirit,Raspberry,Berry,8
29723,Spirit,Grapefruit Fruit,Fruit,8
29724,Spirit,Mushroom,Fungus,8
29725,Spirit,Fennel,Herb,8
29726,Spirit,Garlic,Herb,8
29727,Spirit,Rosemary,Herb,8
29728,Spirit,Brazil Nut,Nut,8
29729,Spirit,Hazelnut,Nut,8
29730,Spirit,Pecans,Nut,8
29731,Spirit,Sesame,Seed,8
29732,Spirit,Chicory,Plant,8
29733,Spirit,Pine,Plant,8
29734,Spirit,Tea,Plant,8
29735,Spirit,Rye,Cereal,8
29736,Spirit,Nutmeg,Spice,8
29737,Spirit,Parsley,Spice,8
29738,Spirit,Pepper,Spice,8
29739,Spirit,Brussels Sprout,Sprout,8
29740,Spirit,Cabbage,Cabbage,8
29741,Spirit,Cauliflower,Cabbage,8
29742,Spirit,Horseradish,Cabbage,8
29743,Spirit,Turnip Vegetable,Vegetable,8
29744,Spirit,Rutabaga Vegetable,Vegetable,8
29745,Spirit,Parsnip Vegetable,Vegetable,8
29746,Spirit,Potato Vegetable,Vegetable,8
29747,Spirit,Chard,Vegetable,8
29748,Spirit,Pomegranate,Fruit,8
29749,Spirit,Poppy Seed,Seed,8
29750,Spirit,Cashew Nut,Nut,8
29751,Spirit,Chickpea,Legume,8
29752,Spirit,Lentils,Legume,8
29753,Spirit,Pistachio,Nut,8
29754,Spirit,Dandelion,Flower,8
29755,Spirit,Adzuki Bean,Bean,8
29756,Spirit,French Plantain,Plantain,97
29757,Spirit,Yellow Zucchini,Zucchini,8
29758,Spirit,Japanese Pumpkin,Pumpkin,8
29759,Spirit,Cucurbita,Gourd,8
29760,Spirit,Bread,Bakery,7
29761,Spirit,Rye Bread,Bread,7
29762,Spirit,Rum Beverage,Beverage,7
29763,Spirit,Whisky Beverage,Beverage,7
29764,Beverage Alcolohic Other,Bread,Bakery,2
29765,Beverage Alcolohic Other,Rye Bread,Bread,2
29766,Beverage Alcolohic Other,Wholewheat Bread,Bread,2
29767,Beverage Alcolohic Other,Beer Beverage,Beverage,2
29768,Beverage Alcolohic Other,Gin Beverage,Beverage,2
29769,Beverage Alcolohic Other,Rum Beverage,Beverage,2
29770,Beverage Alcolohic Other,Whisky Beverage,Beverage,2
29771,Beverage Alcolohic Other,Wine Beverage,Beverage,2
29772,Beverage Alcolohic Other,Sake Beverage,Beverage,2
29773,Beverage Alcolohic Other,Coffee Beverage,Beverage,2
29774,Beverage Alcolohic Other,Barley,Cereal,2
29775,Beverage Alcolohic Other,Crispbread,Cereal,2
29776,Beverage Alcolohic Other,Oats,Cereal,2
29777,Beverage Alcolohic Other,Rice,Cereal,2
29778,Beverage Alcolohic Other,Corn,Maize,2
29779,Beverage Alcolohic Other,Popcorn,Maize,2
29780,Beverage Alcolohic Other,Butter,Dairy,2
29781,Beverage Alcolohic Other,Buttermilk,Dairy,2
29782,Beverage Alcolohic Other,Cheese,Dairy,2
29783,Beverage Alcolohic Other,Other Cheeses,Cheeses,2
29784,Beverage Alcolohic Other,Milk,Dairy,2
29785,Beverage Alcolohic Other,Milk Fat,Fat,2
29786,Beverage Alcolohic Other,Milk Powder,Powder,2
29787,Beverage Alcolohic Other,Yogurt,Dairy,2
29788,Beverage Alcolohic Other,Lemon Grass Essential,Grass,2
29789,Beverage Alcolohic Other,Crab,Seafood,2
29790,Beverage Alcolohic Other,Crayfish,Seafood,2
29791,Beverage Alcolohic Other,Kelp,Seafood,2
29792,Beverage Alcolohic Other,Lobster,Seafood,2
29793,Beverage Alcolohic Other,Mollusc,Seafood,2
29794,Beverage Alcolohic Other,Oyster,Seafood,2
29795,Beverage Alcolohic Other,Scallop,Seafood,2
29796,Beverage Alcolohic Other,Shrimp,Seafood,2
29797,Beverage Alcolohic Other,Squid,Seafood,2
29798,Beverage Alcolohic Other,Bonito,Fish,2
29799,Beverage Alcolohic Other,Codfish,Fish,2
29800,Beverage Alcolohic Other,Artichoke,Flower,2
29801,Beverage Alcolohic Other,Apple,Fruit,2
29802,Beverage Alcolohic Other,Apricot,Fruit,2
29803,Beverage Alcolohic Other,Avocado,Fruit,2
29804,Beverage Alcolohic Other,Banana,Fruit,2
29805,Beverage Alcolohic Other,Cherimoya,Fruit,2
29806,Beverage Alcolohic Other,Coconut,Fruit,2
29807,Beverage Alcolohic Other,Black Currant,Currant,2
29808,Beverage Alcolohic Other,Red Currant,Currant,2
29809,Beverage Alcolohic Other,Dates,Fruit,2
29810,Beverage Alcolohic Other,Durian,Fruit,2
29811,Beverage Alcolohic Other,Elderberry,Fruit-Berry,2
29812,Beverage Alcolohic Other,Feijoa,Fruit,2
29813,Beverage Alcolohic Other,Fig,Fruit,2
29814,Beverage Alcolohic Other,Grape,Fruit,2
29815,Beverage Alcolohic Other,Guava,Fruit,2
29816,Beverage Alcolohic Other,Hogplum,Fruit,2
29817,Beverage Alcolohic Other,Jackfruit,Fruit,2
29818,Beverage Alcolohic Other,Kiwifruit,Fruit,2
29819,Beverage Alcolohic Other,Litchi,Fruit,2
29820,Beverage Alcolohic Other,Loquat,Fruit,2
29821,Beverage Alcolohic Other,Mango,Fruit,2
29822,Beverage Alcolohic Other,Melon,Fruit,2
29823,Beverage Alcolohic Other,Musk Melon,Melon,2
29824,Beverage Alcolohic Other,Naranjilla,Fruit,2
29825,Beverage Alcolohic Other,Orange,Fruit,2
29826,Beverage Alcolohic Other,Papaya,Fruit,2
29827,Beverage Alcolohic Other,Passionfruit,Fruit,2
29828,Beverage Alcolohic Other,Peach,Fruit,2
29829,Beverage Alcolohic Other,Pear,Fruit,2
29830,Beverage Alcolohic Other,Prickly Pear,Pear,2
