Name,Ash,Calcium,Calories,Carbohydrate,Copper,Fat,Iron,Magnesium,Potassium,Protein,Saturated_fatty_acids,Sodium,Vitamin_A_RAE,Vitamin_B6,Water,Zinc,Fatty_acids_total_trans,Manganese,Vitamin_D,Glycemic_Load,Completeness_Score,Amino_Acid_Score,Category,Sub_Category,cluster,Cohort
potatoes without salt drained boiled cooked whole frozen,1.87,56.7,55.0,12.83,0.05,0.105,0.71,16.8,212.1,1.49,0.019,512.4,0.0,0.147,193.7,0.19,0.0,0.084,0.0,2.0,50.0,109.0,Branded Foods,,2,Frozen & Preserved
onions with salt drained boiled cooked chopped frozen,1.87,56.7,55.0,12.83,0.05,0.105,0.71,16.8,212.1,1.49,0.019,512.4,0.0,0.147,193.7,0.19,0.0,0.084,0.0,0.0,56.0,64.0,Branded Foods,,2,Frozen & Preserved
salad dressing without salt reduced fat french dressing,0.38,1.76,37.0,4.68,0.03,2.154,0.14,1.28,17.12,0.09,0.176,4.8,4.32,0.009,8.68,0.03,,0.018,,33.0,15.0,,Branded Foods,,1,Whole Nutrient
pork loin lean only cookedroasted bonein backribs fresh,0.92,37.4,217.0,0.0,0.09,15.002,0.82,14.45,211.65,20.53,5.288,83.3,3.4,0.368,48.94,2.75,0.135,0.009,1.02,,,,Branded Foods,,4,Keto & Strength
tomatoes packed in tomato juice canned ripe red,1.78,79.2,38.0,8.33,0.12,0.6,1.37,24.0,458.4,1.9,0.082,276.0,48.0,0.266,227.4,0.29,0.0,0.163,0.0,3.0,87.0,68.0,Branded Foods,,2,Frozen & Preserved
boo berry razzle boo blitz fruit rollups by ,,,50.0,11.0,,1.0,,,,0.0,0.5,49.98,,,,,0.0,,,,,,Foundation Foods,Tomatoes,0,Confectionaries
chicken raw meat and skin cornish game hens,0.68,9.35,170.0,0.0,0.04,11.917,0.66,15.3,200.6,14.58,3.307,51.85,27.2,0.251,57.95,0.98,,0.014,,0.0,29.0,131.0,Branded Foods,Canned_Tuna,4,Keto & Strength
babyfood strained without ascorbic acid fruit dessert dessert,0.04,1.35,8.9,2.4,0.0,0.0,0.03,0.75,14.1,0.04,0.0,0.0,1.05,0.006,12.51,0.01,,,0.0,1.0,25.0,,Standard Reference Foods,Baked_Products,1,Whole Nutrient
babyfood junior without ascorbic acid fruit dessert dessert,0.04,1.35,8.9,2.4,0.0,0.0,0.03,0.75,14.1,0.04,0.0,0.0,1.05,0.006,12.51,0.01,,,0.0,1.0,25.0,,Standard Reference Foods,Baked_Products,1,Whole Nutrient
potatoes whole milk and butter added homeprepared mashed,3.46,44.1,237.0,35.57,0.33,8.82,0.55,39.9,684.6,4.12,1.564,699.3,92.4,0.519,158.03,0.63,1.086,0.237,0.42,,,,Branded Foods,,5,Unhealthy & Over-indulgent
potatoes whole milk and margarine added homeprepared mashed,3.46,44.1,237.0,35.57,0.33,8.82,0.55,39.9,684.6,4.12,1.564,699.3,92.4,0.519,158.03,0.63,1.086,0.237,0.42,,,,Branded Foods,,5,Unhealthy & Over-indulgent
margarine with salt tub composite 80 fat regular,0.25,0.43,101.0,0.11,0.0,11.384,0.0,0.14,2.41,0.03,2.02,93.29,116.3,0.0,2.42,0.0,0.827,0.0,0.0,0.0,14.0,,Branded Foods,,0,Confectionaries
margarine with salt stick composite 80 fat regular,0.25,0.43,101.0,0.11,0.0,11.384,0.0,0.14,2.41,0.03,2.02,93.29,116.3,0.0,2.42,0.0,0.827,0.0,0.0,0.0,13.0,,Branded Foods,,0,Confectionaries
pork raw heart variety meats and byproducts fresh,0.24,1.42,33.0,0.38,0.12,1.236,1.33,5.39,83.35,4.9,0.329,15.88,2.27,0.111,21.61,0.79,,0.018,,,,,Branded Foods,,4,Keto & Strength
margarinelike without salt stick 80 fat buttermargarine blend,0.28,3.92,101.0,0.08,0.0,11.298,0.01,0.28,5.18,0.13,3.767,3.92,114.66,0.001,2.21,0.0,,,0.04,,,,Branded Foods,,1,Whole Nutrient
frostings prepared with margarine dry mix creamy vanilla,0.16,1.98,136.0,24.51,0.01,4.204,0.0,0.66,3.3,0.11,0.574,37.62,26.4,0.001,4.02,0.0,,,,14.0,2.0,69.0,Branded Foods,,1,Whole Nutrient
puddings dry mix instant low calorie chocolate flavor,0.98,12.47,35.0,7.74,0.08,0.238,0.31,8.81,126.62,0.52,0.097,280.96,0.0,0.004,0.42,0.04,,0.07,0.0,5.0,9.0,,Branded Foods,,2,Frozen & Preserved
salad dressing low calorie blue or roquefort cheese,0.8,13.35,15.0,0.43,0.0,1.08,0.07,1.05,0.75,0.77,0.386,140.85,0.0,0.003,11.93,0.04,,,0.0,7.0,30.0,,Branded Foods,,2,Frozen & Preserved
babyfood junior bananas and pineapple with tapioca fruit,0.03,1.05,10.0,2.76,0.01,0.015,0.02,0.9,11.7,0.03,0.005,0.0,0.3,0.014,12.16,0.0,,,0.0,1.0,27.0,,Standard Reference Foods,Baked_Products,1,Whole Nutrient
alcoholic beverage gewurztraminer late harvest white table wine,0.06,,33.0,3.47,,0.0,,,,0.02,,,,,24.22,,0.0,,,,,,,,2,Frozen & Preserved
egg custards prepared with 2 milk dry mix,1.41,205.86,158.0,24.83,0.02,3.99,0.47,23.97,301.74,5.82,2.08,122.67,86.01,0.093,104.96,0.86,0.11,0.023,1.55,3.0,39.0,144.0,Branded Foods,Honey,0,Confectionaries
puddings prepared with 2 milk dry mix tapioca,1.09,131.84,147.0,24.87,0.02,3.699,0.08,15.36,167.68,3.64,2.207,153.6,32.0,0.042,94.68,0.44,,0.012,1.15,3.0,31.0,139.0,Branded Foods,,0,Confectionaries
puddings prepared with whole milk dry mix tapioca,1.09,131.84,147.0,24.87,0.02,3.699,0.08,15.36,167.68,3.64,2.207,153.6,32.0,0.042,94.68,0.44,,0.012,1.15,3.0,27.0,138.0,Branded Foods,,0,Confectionaries
rennin prepared with 2 milk dry mix vanilla,1.04,171.82,109.0,17.52,0.02,2.513,0.07,18.46,201.64,4.35,1.507,65.32,72.42,0.057,116.6,0.51,,0.004,1.28,2.0,40.0,139.0,Branded Foods,,3,Packaged
rennin prepared with 2 milk dry mix chocolate,1.15,178.92,121.0,19.13,0.12,2.925,0.43,28.4,258.44,4.6,1.748,73.84,71.0,0.06,114.15,0.72,,0.094,1.28,2.0,46.0,133.0,Branded Foods,,3,Packaged
corn with salt drained boiled cooked yellow sweet,0.63,2.67,85.0,18.67,0.04,1.335,0.4,23.14,194.02,3.03,0.175,0.89,11.57,0.124,65.33,0.55,0.0,0.149,0.0,1.0,52.0,83.0,Branded Foods,Crusts_AND_Dough,1,Whole Nutrient
corn without salt drained boiled cooked yellow sweet,0.63,2.67,85.0,18.67,0.04,1.335,0.4,23.14,194.02,3.03,0.175,0.89,11.57,0.124,65.33,0.55,0.0,0.149,0.0,17.0,50.0,83.0,Branded Foods,Crusts_AND_Dough,1,Whole Nutrient
beans drained solids canned sprouted mature seeds mung,0.38,17.5,15.0,2.67,0.2,0.075,0.54,11.25,33.75,1.75,0.02,52.5,0.0,0.04,120.12,0.35,0.0,0.091,0.0,2.0,69.0,74.0,Standard Reference Foods,Baked_Products,5,Unhealthy & Over-indulgent
restaurant spaghetti with pomodoro sauce no meat italian,4.54,76.5,530.0,90.63,0.38,9.639,4.59,81.6,714.0,19.89,1.867,974.1,51.0,0.428,385.36,1.78,0.041,1.096,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
puddings prepared with 2 milk dry mix tapioca,1.11,134.4,134.0,25.04,0.02,2.138,0.08,15.36,170.24,3.69,1.268,154.88,60.16,0.042,96.01,0.45,,0.009,1.15,3.0,31.0,139.0,Branded Foods,,0,Confectionaries
puddings prepared with whole milk dry mix tapioca,1.11,134.4,134.0,25.04,0.02,2.138,0.08,15.36,170.24,3.69,1.268,154.88,60.16,0.042,96.01,0.45,,0.009,1.15,3.0,27.0,138.0,Branded Foods,,0,Confectionaries
chicken raw meat only neck broilers or fryers,0.04,1.62,9.2,0.0,0.01,0.527,0.12,1.02,10.5,1.05,0.135,4.86,2.64,0.017,4.27,0.16,,0.002,,0.0,42.0,136.0,Branded Foods,Canned_Tuna,4,Keto & Strength
puddings with no added salt dry mix tapioca,1.29,3.68,339.0,86.76,0.03,0.092,0.11,1.84,4.6,0.09,,7.36,0.0,0.029,3.68,0.07,,0.03,,60.0,0.0,78.0,Branded Foods,,1,Whole Nutrient
mustard greens with salt drained boiled cooked frozen,0.7,124.64,24.0,4.08,0.12,0.344,1.59,21.32,183.68,2.75,0.081,205.82,441.16,0.055,74.13,0.34,0.0,0.389,0.0,1.0,88.0,56.0,Branded Foods,,2,Frozen & Preserved
turnip greens with salt drained boiled cooked frozen,0.7,124.64,24.0,4.08,0.12,0.344,1.59,21.32,183.68,2.75,0.081,205.82,441.16,0.055,74.13,0.34,0.0,0.389,0.0,3.0,90.0,128.0,Branded Foods,,2,Frozen & Preserved
onions with salt drained boiled cooked whole frozen,0.57,7.0,65.0,14.52,0.08,0.13,0.84,11.0,287.0,1.98,0.034,20.0,0.0,0.202,82.8,0.25,0.0,0.185,0.0,3.0,56.0,64.0,Branded Foods,,3,Packaged
potatoes without salt drained boiled cooked whole frozen,0.57,7.0,65.0,14.52,0.08,0.13,0.84,11.0,287.0,1.98,0.034,20.0,0.0,0.202,82.8,0.25,0.0,0.185,0.0,2.0,50.0,109.0,Branded Foods,,3,Packaged
babyfood mixed fruit juice with low fat yogurt,0.2,25.52,23.0,4.62,0.01,0.252,0.06,3.15,43.16,0.76,0.163,11.34,1.57,0.016,25.67,0.04,,,0.0,2.0,40.0,,Standard Reference Foods,Baked_Products,3,Packaged
crackers low salt includes oyster soda soup saltines,0.47,16.9,60.0,10.56,0.02,1.257,0.73,3.55,102.81,1.35,0.284,28.12,0.0,0.009,0.57,0.12,0.063,0.119,0.0,23.0,33.0,47.0,Branded Foods,Crusts_AND_Dough,3,Packaged
babyfood junior spaghetti and tomato and meat dinner,0.08,2.4,11.0,1.83,0.0,0.219,0.08,1.76,19.52,0.41,0.087,4.8,10.08,0.01,13.47,0.08,,0.019,0.0,1.0,48.0,,Standard Reference Foods,Baked_Products,3,Packaged
margarine with salt tub composite 80 fat regular,0.27,0.42,100.0,0.1,0.0,11.299,0.01,0.42,2.52,0.02,2.126,105.14,114.66,0.001,2.31,0.0,2.085,,0.0,0.0,14.0,,Branded Foods,,0,Confectionaries
margarine with salt stick composite 80 fat regular,0.27,0.42,100.0,0.1,0.0,11.299,0.01,0.42,2.52,0.02,2.126,105.14,114.66,0.001,2.31,0.0,2.085,,0.0,0.0,13.0,,Branded Foods,,0,Confectionaries
doritos salsa verde 2125z bag by frito lay,,19.88,140.0,19.0,,7.0,0.36,15.96,,2.0,1.0,210.0,,0.08,,,0.0,,,,,,Branded Foods,Honey,0,Confectionaries
beverages with added ascorbic acid lemon instant tea,0.25,0.69,89.0,22.45,0.01,0.069,0.04,2.53,49.91,0.14,0.009,1.15,0.0,0.005,0.07,0.02,0.0,0.682,,,,,Foundation Foods,Tomatoes,1,Whole Nutrient
cookies lower fat regular commercially prepared chocolate chip,0.43,0.0,153.0,22.95,0.07,6.089,1.09,10.88,45.56,2.03,2.027,142.12,0.0,0.007,2.5,0.2,0.0,0.134,0.0,5.0,18.0,75.0,Branded Foods,Crusts_AND_Dough,0,Confectionaries
gourd without salt drained boiled cooked dishcloth towelgourd,1.71,16.02,96.0,24.48,0.15,0.605,0.64,35.6,806.34,1.17,0.048,457.46,,0.176,150.04,0.3,0.0,0.397,0.0,8.0,46.0,,Branded Foods,,2,Frozen & Preserved
gourd with salt drained boiled cooked dishcloth towelgourd,1.71,16.02,96.0,24.48,0.15,0.605,0.64,35.6,806.34,1.17,0.048,457.46,,0.176,150.04,0.3,0.0,0.397,0.0,8.0,39.0,,Branded Foods,,2,Frozen & Preserved
beverages tonic water carbonated,0.03,0.3,10.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,27.79,0.03,0.0,0.0,0.0,0.0,1.0,0.0,Foundation Foods,Tomatoes,3,Packaged
alcoholic beverage whiskey sour,0.03,0.3,45.0,4.0,0.0,0.009,0.02,0.3,1.52,0.0,0.002,6.08,,0.0,22.07,0.02,0.0,0.002,,1.0,3.0,0.0,,,1,Whole Nutrient
ostrich cooked outside strip,0.71,4.25,133.0,0.0,0.13,3.256,3.65,22.1,311.95,24.27,1.216,61.2,0.0,0.464,56.85,4.17,,0.016,,0.0,49.0,128.0,Branded Foods,,4,Keto & Strength
syrups pancake table blends,0.63,9.42,735.0,193.02,0.0,0.0,0.09,6.28,47.1,0.0,0.0,257.48,0.0,0.0,119.26,0.25,,0.214,0.0,106.0,1.0,0.0,Branded Foods,,3,Packaged
beverages regular cola carbonated,0.01,0.31,13.0,3.18,0.0,0.077,0.01,0.0,1.53,0.0,0.0,0.92,0.0,0.0,27.43,0.03,0.0,0.001,0.0,,,,Foundation Foods,Tomatoes,1,Whole Nutrient
gourd raw dishcloth towelgourd,0.38,19.0,19.0,4.13,0.03,0.19,0.34,13.3,132.05,1.14,0.015,2.85,,0.041,89.16,0.07,0.0,0.087,0.0,2.0,74.0,,Branded Foods,,1,Whole Nutrient
cheese hard type goat,1.05,253.73,128.0,0.62,0.18,10.09,0.53,15.31,13.61,8.65,6.977,119.92,137.78,0.023,8.22,0.45,,0.071,0.2,0.0,39.0,125.0,Branded Foods,Other_Condiments,0,Confectionaries
restaurant cheese enchilada mexican,5.98,766.16,666.0,37.7,0.13,45.067,1.61,70.76,341.6,27.43,20.411,1288.32,500.2,0.298,127.81,4.47,1.318,0.288,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
babyfood strained veal meat,0.08,0.73,12.0,0.36,0.02,0.37,0.14,1.62,27.49,1.77,0.173,6.03,0.0,0.006,12.12,0.33,,0.005,0.06,0.0,40.0,,Standard Reference Foods,Baked_Products,4,Keto & Strength
babyfood strained beef meat,0.08,0.73,12.0,0.36,0.02,0.37,0.14,1.62,27.49,1.77,0.173,6.03,0.0,0.006,12.12,0.33,,0.005,0.06,0.0,45.0,,Standard Reference Foods,Baked_Products,4,Keto & Strength
corned beef loaf jellied,0.84,3.08,43.0,0.0,0.02,1.708,0.57,3.08,28.28,6.41,0.728,266.84,0.0,0.034,19.35,1.15,,0.009,,0.0,32.0,103.0,Branded Foods,Crusts_AND_Dough,2,Frozen & Preserved
beverages canned grape drink,0.03,16.28,19.0,4.92,0.0,0.0,0.02,0.31,3.76,0.0,0.0,5.01,0.0,0.001,26.35,0.04,0.0,0.008,0.0,,,,Foundation Foods,Tomatoes,1,Whole Nutrient
snacks pieces fruit leather,0.34,5.1,102.0,23.48,0.05,0.76,0.21,3.97,46.49,0.28,0.184,56.42,0.85,0.085,3.49,0.05,,0.052,0.0,16.0,18.0,,Branded Foods,,3,Packaged
baking chocolate squares unsweetened,1.04,29.29,186.0,8.24,0.94,15.17,5.05,94.83,240.7,4.15,9.36,6.96,0.0,0.008,0.39,2.79,0.0,1.208,0.0,0.0,42.0,71.0,Standard Reference Foods,Baked_Products,1,Whole Nutrient
emu raw outside drum,0.85,2.55,88.0,0.0,0.17,0.408,3.83,24.65,272.0,19.62,0.104,85.0,0.0,0.575,63.64,3.83,,0.021,,0.0,52.0,95.0,Branded Foods,Honey,0,Confectionaries
luncheon meat canned pork,1.02,1.7,95.0,0.6,0.01,8.59,0.2,2.83,60.95,3.54,3.059,365.43,0.0,0.06,14.6,0.42,,0.007,0.14,1.0,28.0,,Branded Foods,,2,Frozen & Preserved
babyfood strained pears fruit,0.05,1.28,6.7,1.73,0.01,0.032,0.04,1.28,20.8,0.05,0.002,0.16,0.16,0.001,14.14,0.01,,,0.0,1.0,34.0,,Standard Reference Foods,Baked_Products,1,Whole Nutrient
egg poached cooked whole,0.73,28.0,72.0,0.35,0.04,4.735,0.88,6.0,69.0,6.25,1.556,148.5,80.0,0.072,37.92,0.65,0.019,0.014,1.0,0.0,49.0,137.0,Branded Foods,Honey,5,Unhealthy & Over-indulgent
radish seeds raw sprouted,0.2,19.38,16.0,1.37,0.05,0.961,0.33,16.72,32.68,1.45,0.291,2.28,7.6,0.108,34.23,0.21,0.0,0.099,0.0,1.0,76.0,,Branded Foods,,1,Whole Nutrient
coriander cilantro leaves raw,0.06,2.68,0.9,0.15,0.01,0.021,0.07,1.04,20.84,0.09,0.001,1.84,13.48,0.006,3.69,0.02,0.0,0.017,0.0,0.0,93.0,,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
ice creams light chocolate,0.47,108.12,127.0,17.48,0.07,4.889,0.47,13.6,115.6,3.4,2.978,48.28,48.28,0.016,41.77,0.29,,0.069,0.07,4.0,27.0,,Branded Foods,,3,Packaged
milk shakes thick chocolate,0.26,37.49,34.0,6.01,0.02,0.767,0.09,4.54,63.62,0.87,0.477,31.52,5.11,0.007,20.5,0.14,,0.011,0.28,3.0,30.0,136.0,Branded Foods,,0,Confectionaries
peppers canned green chili,1.82,50.04,29.0,6.39,,0.375,1.85,5.56,157.07,1.0,0.039,551.83,8.34,0.167,129.62,0.13,0.0,,0.0,2.0,68.0,87.0,Branded Foods,,2,Frozen & Preserved
sausage smoked hot turkey,1.71,11.76,88.0,2.6,0.06,4.9,5.38,14.0,110.32,8.43,1.905,512.96,24.08,0.213,38.36,1.19,,,0.11,2.0,52.0,145.0,Branded Foods,,2,Frozen & Preserved
cheese low fat cream,0.3,22.2,31.0,1.01,0.0,2.501,0.03,1.2,37.05,1.18,1.5,47.55,24.15,0.007,10.01,0.09,,0.002,0.04,11.0,30.0,145.0,Branded Foods,Other_Condiments,5,Unhealthy & Over-indulgent
egg fresh raw yolk,0.29,21.93,55.0,0.61,0.01,4.512,0.46,0.85,18.53,2.7,1.624,8.16,64.77,0.059,8.89,0.39,,0.009,0.92,5.0,50.0,146.0,Branded Foods,Honey,1,Whole Nutrient
popovers enriched dry mix,0.74,9.07,105.0,20.13,0.05,1.219,0.23,7.09,28.35,2.95,0.279,256.85,0.0,0.012,3.32,0.25,,0.21,,85.0,26.0,47.0,Branded Foods,,5,Unhealthy & Over-indulgent
popovers unenriched dry mix,0.74,9.07,105.0,20.13,0.05,1.219,0.23,7.09,28.35,2.95,0.279,256.85,0.0,0.012,3.32,0.25,,0.21,,85.0,14.0,47.0,Branded Foods,,5,Unhealthy & Over-indulgent
crackers low salt wheat,0.4,6.96,67.0,9.22,0.05,2.925,0.62,8.8,28.83,1.22,0.735,26.98,0.0,0.019,0.44,0.23,,0.253,0.0,1.0,29.0,54.0,Branded Foods,Crusts_AND_Dough,3,Packaged
egg fresh raw white,0.21,2.31,17.0,0.24,0.01,0.056,0.03,3.63,53.79,3.6,0.0,54.78,0.0,0.002,28.9,0.01,,0.004,0.0,2.0,26.0,145.0,Branded Foods,Honey,5,Unhealthy & Over-indulgent
cheese sliced sharp cheddar,0.7,135.09,78.0,0.4,0.01,6.426,0.03,5.13,14.44,4.61,3.68,122.36,49.97,0.014,6.87,0.71,0.224,0.005,0.19,,,,Branded Foods,Other_Condiments,5,Unhealthy & Over-indulgent
babyfood mixed fruit juice,0.06,2.5,15.0,3.65,0.01,0.031,0.11,1.56,31.51,0.03,0.005,2.5,0.62,0.013,27.42,0.01,,,0.0,1.0,27.0,,Standard Reference Foods,Baked_Products,1,Whole Nutrient
pie fillings canned blueberry,0.53,40.77,273.0,67.01,0.17,0.302,1.21,15.1,173.65,0.62,0.0,18.12,1.51,0.044,82.54,0.15,,0.325,0.0,57.0,15.0,,Branded Foods,,1,Whole Nutrient
cheese reduced fat cheddar,0.82,159.81,66.0,0.56,0.01,4.286,0.03,5.67,13.23,5.74,2.646,131.88,30.45,0.018,9.3,0.93,0.154,0.007,0.06,2.0,41.0,,Branded Foods,Other_Condiments,5,Unhealthy & Over-indulgent
babyfood strained beets vegetables,0.1,3.84,4.5,0.92,0.0,0.032,0.05,2.24,29.6,0.13,0.003,0.8,13.6,0.011,14.83,0.03,,0.013,0.0,7.0,51.0,51.0,Standard Reference Foods,Baked_Products,1,Whole Nutrient
babyfood strained squash vegetables,0.1,3.84,4.5,0.92,0.0,0.032,0.05,2.24,29.6,0.13,0.003,0.8,13.6,0.011,14.83,0.03,,0.013,0.0,0.0,71.0,,Standard Reference Foods,Baked_Products,1,Whole Nutrient
pie commercially prepared pecan,0.27,6.24,115.0,16.9,0.05,4.732,0.26,6.24,28.07,1.28,0.752,77.96,14.46,0.011,5.17,0.25,,0.201,0.03,49.0,16.0,54.0,Branded Foods,,3,Packaged
bacon and beef sticks,1.2,3.92,145.0,0.22,0.02,12.376,0.52,4.76,107.8,8.15,4.48,397.6,0.0,0.14,6.05,0.9,,0.011,,0.0,24.0,103.0,Standard Reference Foods,Baked_Products,5,Unhealthy & Over-indulgent
ham cooked smoked honey,1.37,3.3,67.0,4.0,0.02,1.303,0.21,4.4,90.75,9.86,0.479,495.0,0.0,0.127,38.47,0.5,,0.015,,2.0,33.0,,Branded Foods,,2,Frozen & Preserved
tomatoes cooked ripe red,1.44,26.4,43.0,9.62,0.18,0.264,1.63,21.6,523.2,2.28,0.036,26.4,57.6,0.19,226.42,0.34,0.0,0.252,0.0,4.0,84.0,75.0,Branded Foods,,3,Packaged
sour cream reduced fat,0.11,16.92,22.0,0.84,0.0,1.692,0.01,1.32,25.32,0.84,1.044,8.4,14.28,0.002,8.52,0.03,,,0.04,8.0,26.0,137.0,Branded Foods,,4,Keto & Strength
pigeonpeas raw immature seeds,2.16,64.68,209.0,36.78,0.21,2.526,2.46,104.72,850.08,11.09,0.545,7.7,4.62,0.105,101.46,1.6,0.0,0.884,0.0,15.0,65.0,,Branded Foods,,1,Whole Nutrient
liver sausage pork liverwurst,0.56,4.68,59.0,0.4,0.04,5.13,1.15,2.16,30.6,2.54,1.908,154.8,1495.44,0.034,9.38,0.41,,0.028,,0.0,47.0,123.0,Branded Foods,,5,Unhealthy & Over-indulgent
ice creams rich vanilla,0.87,125.19,266.0,23.85,0.01,17.334,0.36,11.77,167.99,3.75,11.052,65.27,194.74,0.048,61.2,0.5,,0.004,0.32,12.0,19.0,118.0,Branded Foods,,1,Whole Nutrient
sausage raw fresh turkey,1.28,10.83,88.0,0.27,0.05,4.606,0.67,10.83,149.34,10.71,1.119,338.01,7.41,0.246,40.14,1.74,0.199,0.012,,0.0,40.0,99.0,Branded Foods,,2,Frozen & Preserved
meatballs italian style frozen,2.24,68.0,243.0,6.85,0.1,18.879,1.5,26.35,251.6,12.24,6.483,566.1,18.7,0.172,45.62,1.41,0.49,0.24,0.09,,,,Branded Foods,,5,Unhealthy & Over-indulgent
bologna beef and pork,2.85,85.0,308.0,5.49,0.05,24.59,1.21,17.0,315.0,15.2,9.301,960.0,25.0,0.297,51.87,2.3,0.0,0.018,0.8,3.0,30.0,166.0,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
beverages malt liquor beverage,0.83,35.52,474.0,0.0,0.06,0.0,0.36,59.2,390.72,4.14,0.0,35.52,0.0,0.438,1118.88,0.95,,0.059,0.0,,,,Foundation Foods,Tomatoes,1,Whole Nutrient
peppers canned hot pickled,1.37,20.74,7.5,1.55,0.02,0.136,0.11,2.04,38.42,0.27,0.021,486.2,14.62,0.036,30.67,0.03,0.0,0.018,0.0,,,,Branded Foods,,2,Frozen & Preserved
ostrich cooked top loin,0.71,5.1,132.0,0.0,0.13,3.289,2.81,21.25,300.05,23.9,1.122,65.45,0.0,0.457,57.76,4.01,0.109,0.015,,0.0,49.0,128.0,Branded Foods,,4,Keto & Strength
ostrich raw inside strip,1.04,4.25,108.0,0.0,0.12,2.44,3.57,19.55,280.5,20.14,0.785,64.6,0.0,0.473,63.04,3.38,,0.016,,0.0,50.0,127.0,Branded Foods,,4,Keto & Strength
radishes pickled hawaiian style,2.85,42.0,42.0,7.8,0.26,0.45,0.34,12.0,499.5,1.65,0.138,1183.5,0.0,0.15,137.25,0.33,0.0,0.086,0.0,3.0,56.0,,Branded Foods,,2,Frozen & Preserved
cheese low sodium swiss,0.84,269.08,105.0,0.95,0.01,7.672,0.05,10.08,31.08,7.95,4.968,3.92,60.48,0.022,10.58,1.09,,,0.14,3.0,33.0,,Branded Foods,Other_Condiments,1,Whole Nutrient
beverages well tap water,0.03,0.89,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,1.48,,,29.57,0.0,0.0,0.0,,,,,Foundation Foods,Tomatoes,2,Frozen & Preserved
pie commercially prepared cherry,0.26,3.4,74.0,11.28,0.01,3.119,0.14,2.27,22.96,0.57,0.726,69.74,14.74,0.012,13.1,0.05,,0.04,0.0,26.0,11.0,118.0,Branded Foods,,0,Confectionaries
turkey and gravy frozen,1.54,11.9,57.0,3.92,0.02,2.236,0.79,6.8,51.85,5.0,0.723,470.9,11.05,0.085,72.31,0.59,,0.004,,12.0,27.0,,Branded Foods,,2,Frozen & Preserved
babyfood strained beets vegetables,2.02,31.36,76.0,17.25,0.16,0.224,0.72,31.36,407.68,2.91,0.036,185.92,2.24,0.054,201.82,0.27,,,0.0,7.0,51.0,51.0,Standard Reference Foods,Baked_Products,5,Unhealthy & Over-indulgent
babyfood strained squash vegetables,2.02,31.36,76.0,17.25,0.16,0.224,0.72,31.36,407.68,2.91,0.036,185.92,2.24,0.054,201.82,0.27,,,0.0,0.0,71.0,,Standard Reference Foods,Baked_Products,5,Unhealthy & Over-indulgent
danish pastry unenriched cinnamon,0.48,20.13,114.0,12.64,0.03,6.35,0.22,5.39,35.44,1.98,1.611,105.18,1.13,0.011,6.89,0.2,,0.103,,35.0,12.0,83.0,Branded Foods,Crusts_AND_Dough,0,Confectionaries
babyfood strained pork meat,0.28,1.42,35.0,0.0,0.02,2.013,0.28,2.83,63.22,3.97,0.68,11.91,3.12,0.058,22.23,0.64,,,,0.0,40.0,139.0,Standard Reference Foods,Baked_Products,4,Keto & Strength
lemonade pink frozen concentrate,0.05,2.91,70.0,17.79,0.0,0.251,0.03,2.55,27.66,0.08,0.009,1.46,0.0,0.005,18.23,0.01,0.0,0.005,,9.0,15.0,,Branded Foods,,1,Whole Nutrient
beverages powder rich chocolate,0.63,99.99,41.0,10.23,0.2,0.0,1.8,23.98,0.0,0.0,0.0,69.96,150.15,0.2,0.14,1.5,0.0,,1.0,,,,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
fish oil cod liver,0.0,0.0,41.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,1.017,0.0,1350.0,0.0,0.0,0.0,,0.0,11.25,0.0,11.0,0.0,Branded Foods,,1,Whole Nutrient
bread bollilo mexican roll,1.7,40.18,312.0,54.65,0.13,5.684,3.82,29.4,128.38,10.44,1.373,495.88,0.98,0.103,25.53,0.86,0.852,0.666,0.0,,,,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
pork raw belly fresh,0.55,5.65,585.0,0.0,0.06,59.901,0.59,4.52,209.05,10.55,21.843,36.16,3.39,0.147,41.52,1.15,,0.007,,0.0,10.0,,Branded Foods,,1,Whole Nutrient
cheese queso cotija mexican,0.4,40.0,18.0,0.2,0.01,1.5,0.0,1.9,6.25,1.0,0.875,70.0,11.45,0.002,1.9,0.19,0.0,,0.03,,,,Branded Foods,Other_Condiments,2,Frozen & Preserved
beverages club soda carbonated,0.03,1.48,0.0,0.0,0.0,0.0,0.0,0.3,0.59,0.0,0.0,6.22,0.0,0.0,29.57,0.03,0.0,0.0,0.0,0.0,5.0,0.0,Foundation Foods,Tomatoes,2,Frozen & Preserved
hyacinthbeans raw immature seeds,0.51,40.0,37.0,7.35,0.04,0.16,0.59,32.0,201.6,1.68,0.07,1.6,34.4,0.019,70.3,0.3,0.0,0.164,0.0,,,,Branded Foods,,1,Whole Nutrient
